City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Juneau,US,58.3019,-134.4197,28.99,79,75,4.61,broken clouds
350,Constitucion,CL,-35.3333,-72.4167,64.4,76,2,8.37,clear sky
351,Mitzic,GA,0.7821,11.549,70.59,94,95,3.94,light rain
352,Ormond Beach,US,29.2858,-81.0559,66.99,72,40,9.22,scattered clouds
353,Alcala La Real,ES,37.4614,-3.923,46.4,76,75,1.14,broken clouds
354,Pokhara,NP,28.2333,83.9833,52.38,37,0,3.11,clear sky
355,Santa Lucia,ES,27.9117,-15.5407,62.6,72,40,8.05,scattered clouds
356,Caxito,AO,-8.5785,13.6643,78.8,83,40,6.91,scattered clouds
357,Gazanjyk,TM,39.2446,55.5154,48.04,78,83,12.71,broken clouds
358,Ostersund,SE,63.1792,14.6357,15.8,86,0,9.22,clear sky
359,Pacific Grove,US,36.6177,-121.9166,57.99,76,20,8.05,few clouds
360,Algete,ES,40.5971,-3.4974,43.0,87,75,14.97,broken clouds
361,Vestmannaeyjar,IS,63.4427,-20.2734,38.77,74,50,22.57,scattered clouds
362,Kindu,CD,-2.95,25.95,72.55,80,97,0.98,overcast clouds
363,Avera,US,33.194,-82.5271,51.8,62,1,5.75,clear sky
364,Manono,CD,-7.3,27.4167,71.4,91,100,1.5,light rain
365,Impfondo,CG,1.6381,18.0667,76.21,60,89,1.59,overcast clouds
366,Celestun,MX,20.8667,-90.4,77.09,76,1,11.34,clear sky
367,Adrar,MR,20.5022,-10.0711,59.49,33,0,9.93,clear sky
368,Saint-Joseph,RE,-21.3667,55.6167,80.6,69,75,4.61,light rain
369,Belmonte,BR,-15.8631,-38.8828,80.6,78,75,11.5,broken clouds
370,Broken Hill,AU,-31.95,141.4333,60.8,55,0,11.5,clear sky
371,San Juan,AR,-31.5375,-68.5364,93.56,21,7,18.37,clear sky
372,Nalut,LY,30.3333,10.85,58.51,33,0,15.88,clear sky
373,Cabra,ES,37.4725,-4.4421,48.0,81,98,9.35,overcast clouds
374,San Patricio,US,28.017,-97.5169,77.0,43,40,13.8,scattered clouds
375,Zeya,RU,53.75,127.2667,-15.47,82,0,3.15,clear sky
376,Shwebo,MM,22.5667,95.7,60.42,63,0,5.19,clear sky
377,Nokaneng,BW,-19.6667,22.2667,69.22,94,100,11.45,moderate rain
378,Manta,EC,-0.95,-80.7333,84.2,74,75,11.5,broken clouds
379,Semey,KZ,50.4111,80.2275,28.85,94,97,13.29,light snow
380,Nemuro,JP,43.3236,145.575,13.28,86,2,9.84,clear sky
381,Chalchihuites,MX,23.4833,-103.8833,71.06,20,97,21.34,overcast clouds
382,Wahiawa,US,21.5028,-158.0236,78.8,53,1,1.61,clear sky
383,Srednekolymsk,RU,67.45,153.6833,-13.88,84,80,3.06,broken clouds
384,Tukan,RU,53.8409,57.4552,-12.62,88,100,9.06,overcast clouds
385,Metro,ID,-5.1131,105.3067,73.47,95,95,7.34,overcast clouds
386,Bulgan,MN,48.8125,103.5347,10.35,83,0,4.0,clear sky
387,Ugoofaaru,MV,5.6667,73.0,81.27,72,10,9.13,clear sky
388,Teocelo,MX,19.3833,-96.9667,66.25,77,63,5.1,broken clouds
389,Jijiga,ET,9.35,42.8,57.38,85,24,9.35,few clouds
390,Tabas,IR,33.5959,56.9244,60.8,39,94,11.5,overcast clouds
391,Male,MV,4.1748,73.5089,82.4,89,75,11.5,broken clouds
392,Turukhansk,RU,65.8167,87.9833,10.44,95,99,18.97,overcast clouds
393,Manzanillo,CU,20.3433,-77.1167,83.01,63,19,10.58,few clouds
394,Lircay,PE,-12.9896,-74.7205,50.45,73,99,6.67,overcast clouds
395,Salamiyah,SY,35.0113,37.0532,51.03,89,0,8.12,clear sky
396,Havelock,US,34.8791,-76.9013,46.99,76,75,18.41,broken clouds
397,San Policarpo,PH,12.1791,125.5072,80.2,84,100,19.33,light rain
398,Coihaique,CL,-45.5752,-72.0662,78.8,27,0,8.05,clear sky
399,Nioro,GM,13.35,-15.75,77.14,17,96,8.16,overcast clouds
400,Biltine,TD,14.5333,20.9167,68.07,21,15,13.73,few clouds
401,Lincoln,US,40.8,-96.667,6.8,66,90,12.66,light snow
402,Hervey Bay,AU,-25.2986,152.8535,80.01,87,25,3.0,scattered clouds
403,Dwarka,IN,22.2394,68.9678,69.26,51,0,13.73,clear sky
404,Nouadhibou,MR,20.931,-17.0347,64.4,72,0,18.41,clear sky
405,Turbat,PK,26.0023,63.044,53.85,42,0,1.32,clear sky
406,West Wendover,US,40.7391,-114.0733,57.2,7,1,21.85,clear sky
407,Aksha,RU,50.2814,113.2867,-1.32,89,2,3.2,clear sky
408,Mohpa,IN,21.3167,78.8167,55.04,37,70,3.71,broken clouds
409,Husavik,IS,66.0449,-17.3389,32.0,74,90,3.44,overcast clouds
410,Antofagasta,CL,-23.65,-70.4,69.8,64,20,14.97,few clouds
411,Rafsanjan,IR,30.4067,55.9939,51.76,54,39,2.64,scattered clouds
412,Davidson,US,36.1501,-86.7833,37.99,60,75,5.5,broken clouds
413,Staraya Russa,RU,57.9944,31.3608,7.83,96,56,4.83,broken clouds
414,Chumphon,TH,10.3333,98.8333,67.82,100,2,1.77,clear sky
415,San Quintin,MX,30.4833,-115.95,65.82,51,0,9.84,clear sky
416,Sterlibashevo,RU,53.4376,55.2578,-8.97,88,100,15.28,overcast clouds
417,Lorengau,PG,-2.0226,147.2712,83.26,77,100,6.22,overcast clouds
418,Abu Dhabi,AE,24.4667,54.3667,69.8,78,0,5.75,clear sky
419,Pecos,US,31.4229,-103.4932,78.8,7,1,17.27,clear sky
420,Saint Stephen,GB,50.3333,-4.9,37.4,69,75,8.05,broken clouds
421,Dingle,PH,10.9995,122.6711,75.61,92,100,8.99,light rain
422,Sobotka,PL,50.8999,16.7444,21.0,79,75,14.97,snow
423,Yuanping,CN,38.7153,112.7575,25.75,72,0,2.68,clear sky
424,Ekibastuz,KZ,51.6667,75.3667,15.24,94,98,11.79,overcast clouds
425,Olavarria,AR,-36.8927,-60.3225,75.6,45,0,21.03,clear sky
426,Kon Tum,VN,14.35,108.0,61.05,92,1,2.51,clear sky
427,Nuevo Progreso,MX,23.1667,-97.95,77.0,71,0,5.99,clear sky
428,Hualmay,PE,-11.0964,-77.6139,75.16,67,98,10.0,overcast clouds
429,San Cristobal,VE,7.7669,-72.225,86.0,54,40,6.91,scattered clouds
430,Am Timan,TD,11.0297,20.2827,67.64,23,36,5.66,scattered clouds
431,Xuddur,SO,4.1213,43.8894,70.54,73,28,15.95,scattered clouds
432,Safaga,EG,26.7292,33.9365,60.8,72,0,5.79,clear sky
433,Sambava,MG,-14.2667,50.1667,76.87,87,98,4.18,overcast clouds
434,Porto Velho,BR,-8.7619,-63.9039,86.0,66,40,3.44,heavy intensity rain
435,Omsukchan,RU,62.5333,155.8,4.68,86,100,15.93,overcast clouds
436,Kingman,US,35.1894,-114.053,66.2,12,1,4.61,clear sky
437,Abeche,TD,13.8292,20.8324,69.15,20,20,14.2,few clouds
438,San Rafael,AR,-34.6177,-68.3301,73.54,46,0,25.19,clear sky
439,Lata,PT,40.1629,-8.3327,55.99,93,100,1.99,light rain
440,Klaksvik,FO,62.2266,-6.589,37.4,56,75,13.8,broken clouds
441,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,77,20,6.91,few clouds
442,Marawi,PH,7.9986,124.2928,73.99,95,100,1.01,overcast clouds
443,Kamalpur,IN,24.2,91.8333,54.27,71,0,0.36,clear sky
444,Kedrovyy,RU,56.1667,91.8167,33.8,64,40,6.71,scattered clouds
445,Sfantu Gheorghe,RO,45.8667,25.7833,39.0,82,79,5.99,broken clouds
446,Almenara,BR,-16.1836,-40.6944,75.29,84,99,1.1,overcast clouds
447,Urucui,BR,-7.2294,-44.5561,80.31,71,73,2.42,heavy intensity rain
448,Slobozia,MD,46.7281,29.7078,23.0,93,90,11.5,light intensity drizzle
449,Bichena,ET,10.45,38.2,54.64,41,20,2.06,few clouds
450,Kalmunai,LK,7.4167,81.8167,76.53,88,22,10.31,few clouds
451,Beira,MZ,-19.8436,34.8389,80.6,94,75,4.61,light rain
452,Manuk Mangkaw,PH,4.8,119.85,81.01,81,100,10.29,overcast clouds
453,Alpena,US,45.0617,-83.4327,10.99,52,75,10.36,broken clouds
454,Qingdao,CN,36.0986,120.3719,28.99,73,0,2.24,clear sky
455,Hami,CN,42.8,93.45,30.24,79,77,1.86,broken clouds
456,Sioux Lookout,CA,50.1001,-91.917,-11.2,49,1,12.66,clear sky
457,Staunton,US,38.1496,-79.0717,39.2,56,1,6.91,clear sky
458,Verkhoyansk,RU,67.5447,133.385,-32.87,81,7,2.17,clear sky
459,Pisco,PE,-13.7,-76.2167,77.0,73,75,10.36,broken clouds
460,Haileybury,CA,47.449,-79.6373,10.4,56,90,10.36,overcast clouds
461,Bundaberg,AU,-24.85,152.35,84.99,83,75,8.05,moderate rain
462,Trat,TH,12.5,102.5,72.16,92,20,1.25,few clouds
463,Egvekinot,RU,66.3167,-179.1667,-12.3,85,0,14.38,clear sky
464,Zhigansk,RU,66.7697,123.3711,-32.87,78,3,5.68,clear sky
465,Dukat,RU,62.55,155.55,4.75,86,100,16.22,overcast clouds
466,Kingaroy,AU,-26.5333,151.8333,75.2,88,90,9.22,overcast clouds
467,Derzhavinsk,KZ,51.1,66.3167,13.55,96,100,3.85,light snow
468,Chicama,PE,-7.8447,-79.1469,73.4,83,0,9.22,clear sky
469,Porto Seguro,BR,-16.4497,-39.0647,80.6,78,75,11.5,broken clouds
470,Gravdal,NO,68.1214,13.5031,32.0,69,40,12.66,scattered clouds
471,Tazmalt,DZ,36.3868,4.3989,49.23,75,71,7.38,broken clouds
472,Fare,PF,-16.7,-151.0167,81.36,75,71,12.75,broken clouds
473,Kargasok,RU,59.0556,80.8572,7.92,93,100,13.31,overcast clouds
474,Chipinge,ZW,-20.1883,32.6236,64.89,94,86,3.85,overcast clouds
475,Vardo,NO,70.3705,31.1107,23.0,86,90,36.82,snow
476,Guerrero Negro,MX,27.9769,-114.0611,76.42,20,0,10.76,clear sky
477,Vila,PT,42.0304,-8.1588,48.0,96,100,21.0,light rain
478,Paamiut,GL,61.994,-49.6678,27.03,84,57,10.13,broken clouds
479,Turkistan,KZ,43.0,68.0,45.66,88,100,6.2,overcast clouds
480,Garmsar,IR,35.2182,52.3409,52.18,69,92,3.78,overcast clouds
481,Satipo,PE,-11.2522,-74.6386,79.36,81,99,1.77,overcast clouds
482,Hirara,JP,24.8,125.2833,64.4,82,20,6.91,few clouds
483,Acqui Terme,IT,44.6751,8.4675,45.0,91,99,2.89,overcast clouds
484,Qaqortoq,GL,60.7167,-46.0333,35.6,30,63,44.87,broken clouds
485,Yulara,AU,-25.2406,130.9889,69.8,40,0,5.75,clear sky
486,Luena,AO,-11.7833,19.9167,64.42,97,100,6.22,light rain
487,Chikhli,IN,20.35,76.25,59.13,32,53,7.81,broken clouds
488,Paita,PE,-5.0892,-81.1144,78.51,67,12,15.88,few clouds
489,Lamu,KE,-2.2717,40.902,80.6,83,20,5.75,few clouds
490,Noumea,NC,-22.2763,166.4572,80.6,78,0,3.44,clear sky
491,Tottori,JP,35.5,134.2333,39.2,93,75,21.85,broken clouds
492,Sabinas Hidalgo,MX,26.5,-100.1667,76.51,26,49,10.2,scattered clouds
493,Mapimi,MX,25.8167,-103.85,78.01,13,75,3.44,broken clouds
494,Urumqi,CN,43.801,87.6005,12.2,85,100,2.24,mist
495,Mount Gambier,AU,-37.8333,140.7667,55.4,76,90,9.22,overcast clouds
496,Vrangel,RU,42.7297,133.0839,6.01,86,3,18.28,clear sky
497,Mugma,IN,23.7667,86.7333,59.58,55,0,6.29,clear sky
498,San Ramon,US,37.7799,-121.978,68.0,48,1,9.22,clear sky
499,Nanortalik,GL,60.1432,-45.2371,29.79,88,94,12.68,overcast clouds
500,Mackay,AU,-21.15,149.2,82.4,83,51,3.44,broken clouds
501,Lang Suan,TH,9.9456,99.0785,74.7,88,9,2.42,clear sky
502,Aswan,EG,24.0934,32.907,60.57,51,0,11.12,clear sky
503,Natal,BR,-5.795,-35.2094,82.4,78,20,12.66,few clouds
504,Tabuk,PH,17.4189,121.4443,70.12,90,51,1.63,broken clouds
505,Yuancheng,CN,36.652,107.7896,29.14,83,45,2.64,scattered clouds
506,Shestakovo,RU,56.4915,103.96,17.13,92,97,7.05,overcast clouds
507,Twentynine Palms,US,34.1356,-116.0542,75.0,10,20,3.44,few clouds
508,Barcarena,BR,-1.5058,-48.6258,78.8,78,40,10.36,scattered clouds
509,Karratha,AU,-20.7377,116.8463,77.29,71,4,6.8,clear sky
510,Port Hawkesbury,CA,45.6169,-61.3485,28.99,54,90,3.47,light snow
511,Vao,NC,-22.6667,167.4833,77.27,83,84,5.12,broken clouds
512,Puerto Escondido,MX,15.85,-97.0667,86.0,70,40,6.91,scattered clouds
513,Marsabit,KE,2.3284,37.9899,72.7,54,50,8.68,scattered clouds
514,Jieshi,CN,22.8134,115.8257,61.93,86,0,13.96,clear sky
515,Dawlatabad,AF,36.4141,64.9053,53.89,49,60,3.74,broken clouds
516,Tadine,NC,-21.55,167.8833,79.95,75,76,3.36,broken clouds
517,Juruti,BR,-2.1522,-56.0922,84.45,61,59,2.64,moderate rain
518,Pangody,RU,65.85,74.4859,1.27,93,100,19.01,light snow
519,Matagami,CA,49.7502,-77.6328,6.8,66,90,9.22,light snow
520,Quatre Cocos,MU,-20.2078,57.7625,80.6,78,40,10.36,scattered clouds
521,Broome,US,42.2506,-75.833,27.0,63,40,12.66,scattered clouds
522,Luwuk,ID,-0.9516,122.7875,78.19,74,100,2.01,overcast clouds
523,Manaure,CO,11.7751,-72.4445,85.03,56,100,16.49,overcast clouds
524,Bakreswar,IN,23.8833,87.3667,59.58,56,0,7.58,clear sky
525,Nanchang,CN,28.6833,115.8833,53.51,82,100,12.26,light rain
526,Borgarnes,IS,64.5383,-21.9206,35.6,51,0,11.5,clear sky
527,Paragominas,BR,-2.9667,-47.4833,80.11,75,81,1.39,broken clouds
528,Lewistown,US,40.5992,-77.5714,32.0,51,1,16.11,clear sky
529,Poso,ID,-1.3959,120.7524,78.01,84,42,4.14,scattered clouds
530,La Rioja,ES,42.25,-2.5,42.8,87,0,3.44,clear sky
531,Flinders,AU,-34.5833,150.8552,68.0,78,56,3.0,broken clouds
532,Boyolangu,ID,-8.1181,111.8935,74.98,90,100,7.78,overcast clouds
533,Quelimane,MZ,-17.8786,36.8883,76.62,88,81,0.74,broken clouds
534,Nofoalii,WS,-13.8217,-171.9587,82.4,89,75,23.02,light rain
535,Lashio,MM,22.9333,97.75,50.79,98,4,2.06,clear sky
536,Berdigestyakh,RU,62.0989,126.6992,-28.61,84,0,4.97,clear sky
537,Cap Malheureux,MU,-19.9842,57.6142,77.0,85,66,1.99,moderate rain
538,Ankazoabo,MG,-22.2833,44.5167,72.88,91,62,3.22,moderate rain
539,Kangaatsiaq,GL,68.3065,-53.4641,20.07,85,0,19.19,clear sky
540,Loucna Nad Desnou,CZ,50.0743,17.0905,17.01,94,100,3.0,light snow
541,Lasa,IT,46.6166,10.7002,39.99,100,90,4.61,mist
542,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,89.6,40,0,9.22,clear sky
543,Middle Island,US,40.8843,-72.9373,30.99,93,90,13.8,light snow
544,Gunnedah,AU,-30.9833,150.25,71.01,73,0,4.0,clear sky
545,Gopalpur,IN,19.2667,84.9167,66.07,83,85,4.68,overcast clouds
546,Porto Da Folha,BR,-9.9172,-37.2783,82.35,64,99,18.43,overcast clouds
547,Port Macquarie,AU,-31.4333,152.9167,75.99,74,100,13.29,overcast clouds
548,Yatou,CN,37.15,122.3833,27.05,83,0,12.95,clear sky
549,Arlit,NE,18.7369,7.3853,68.09,19,100,2.62,overcast clouds
550,Abadiania,BR,-16.2042,-48.7069,68.0,100,75,3.44,light intensity drizzle
551,Alice Springs,AU,-23.7,133.8833,75.99,35,40,14.72,scattered clouds
552,Zaraza,VE,9.3503,-65.3245,83.98,54,95,10.25,overcast clouds
553,Taiyuan,CN,37.8694,112.5603,19.4,68,0,2.24,clear sky
554,Osterburg,DE,52.7833,11.7667,26.01,54,100,8.01,overcast clouds
555,Mutsu,JP,41.2894,141.2169,23.0,74,75,10.36,light snow
556,Osoyoos,CA,49.0331,-119.4524,35.6,48,70,2.3,broken clouds
557,Uarini,BR,-2.99,-65.1083,82.4,83,40,6.91,scattered clouds
558,Clarence Town,AU,-32.5833,151.7833,73.0,73,40,13.8,scattered clouds
559,Tongliao,CN,43.6125,122.2653,-3.33,88,0,7.47,clear sky
560,Jardim,BR,-21.4803,-56.1381,76.24,62,0,4.41,clear sky
561,Morant Bay,JM,17.8815,-76.4093,84.99,65,20,24.16,few clouds
562,Maningrida,AU,-12.0667,134.2667,78.64,86,100,9.51,overcast clouds
563,New Ulm,US,44.3125,-94.4605,-2.99,59,90,3.44,overcast clouds
564,Ossora,RU,59.2353,163.0719,26.06,98,100,37.45,snow
565,Yaounde,CM,3.8667,11.5167,75.2,94,20,2.3,few clouds
566,Obigarm,TJ,38.7173,69.7088,41.23,65,100,5.95,overcast clouds
567,Hede,CN,33.7681,120.2517,34.66,82,98,10.76,overcast clouds
568,Pangnirtung,CA,66.1451,-65.7125,33.8,44,20,16.11,few clouds
569,Silver City,US,32.7701,-108.2803,64.4,9,1,21.85,clear sky
570,Ambon,ID,-3.6954,128.1814,77.0,88,40,4.61,scattered clouds
571,Moroni,KM,-11.7022,43.2551,81.36,75,99,9.15,light rain
572,Santo Antonio,BR,-6.3106,-35.4789,82.4,78,20,12.66,few clouds
573,Bar-Le-Duc,FR,48.75,5.1667,33.8,93,90,4.61,light snow
574,Istok,XK,42.7808,20.4875,48.2,66,0,12.66,clear sky
575,Olmos,PE,-5.9847,-79.7453,87.82,40,17,12.48,few clouds
576,Darhan,MN,49.4867,105.9228,2.66,87,13,5.39,few clouds
577,Kayankulam,IN,9.1833,76.5,72.84,71,13,7.07,few clouds
578,Mundo Nuevo,MX,18.7,-95.5,75.7,76,39,9.89,scattered clouds
579,Tomohon,ID,1.3346,124.8392,75.2,94,40,5.75,scattered clouds
580,Igrim,RU,63.1906,64.4162,-5.64,91,100,10.92,light snow
581,Jinchang,CN,38.4953,102.1739,28.53,68,12,4.72,few clouds
582,Soyo,AO,-6.1349,12.3689,80.74,84,100,7.29,overcast clouds
583,Chiredzi,ZW,-21.05,31.6667,73.09,68,89,1.48,overcast clouds
584,Kutum,SD,14.2,24.6667,52.2,39,0,6.26,clear sky
585,Ypsonas,CY,34.6884,32.9574,53.6,87,20,1.28,few clouds
586,Ola,RU,59.5833,151.2833,12.38,86,100,21.83,overcast clouds
587,Kamyshin,RU,50.0983,45.416,2.79,88,10,13.58,clear sky
588,Grand Gaube,MU,-20.0064,57.6608,77.0,85,64,1.99,moderate rain
589,Neveklov,CZ,49.7537,14.5329,25.0,86,100,10.33,snow
590,Kyabe,TD,9.4515,18.9449,70.11,20,69,5.08,broken clouds
591,Karaton,ID,-6.3424,106.1045,79.0,89,40,9.22,moderate rain
592,Garowe,SO,8.4054,48.4845,68.61,78,1,10.76,clear sky
593,Binabalian,PH,16.4202,119.9279,78.37,79,3,10.98,clear sky
594,Bobrovka,RU,54.047,61.7455,-4.63,87,32,12.01,scattered clouds
595,Bonfim,BR,3.0833,-59.95,84.2,74,20,13.8,few clouds
596,Adre,TD,13.4667,22.2,57.96,30,0,7.67,clear sky
597,Rehoboth,NA,-23.3167,17.0833,76.77,26,0,5.17,clear sky
598,Livingston,GB,55.9029,-3.5226,33.8,64,90,13.8,overcast clouds
599,Portobelo,PA,9.55,-79.65,84.99,99,27,12.39,scattered clouds
600,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,87.78,24,0,6.44,clear sky
601,Tobe,JP,33.7447,132.7901,51.8,76,20,14.97,few clouds
602,Fomboni,KM,-12.28,43.7425,83.75,73,100,8.75,moderate rain
603,Balabac,PH,7.9868,117.0645,80.4,82,98,9.31,overcast clouds
604,Pacifica,US,37.6138,-122.4869,60.8,59,20,7.67,few clouds
605,Bindura,ZW,-17.3019,31.3306,66.99,82,99,1.01,overcast clouds
606,Okato,NZ,-39.2,173.8833,66.99,84,3,5.99,clear sky
607,Mantua,IT,45.1667,10.7833,48.99,96,63,1.01,broken clouds
608,Plettenberg Bay,ZA,-34.0527,23.3716,64.85,77,84,6.17,broken clouds
609,Dawei,MM,14.0833,98.2,69.93,69,0,2.39,clear sky
610,Navolato,MX,24.7672,-107.6944,81.0,36,75,5.75,broken clouds
611,Alcudia,ES,39.8532,3.1214,45.0,81,20,3.44,few clouds
612,Spearfish,US,44.4908,-103.8594,3.0,71,20,4.61,few clouds
613,Kijang,KR,35.2442,129.2139,35.6,25,0,6.91,clear sky
614,Port-Gentil,GA,-0.7193,8.7815,78.8,89,20,6.55,few clouds
615,Altay,CN,47.8667,88.1167,20.98,82,54,3.83,broken clouds
616,San Francisco,US,37.7749,-122.4194,64.99,59,20,4.74,few clouds
617,Buin,CL,-33.7333,-70.75,78.8,44,0,4.61,clear sky
618,Batemans Bay,AU,-35.7167,150.1833,64.99,70,38,2.93,scattered clouds
619,Vannes,FR,47.8333,-2.5,35.6,80,0,9.22,clear sky
620,Sri Aman,MY,1.2376,111.4621,75.2,100,90,0.85,overcast clouds
621,Camacari,BR,-12.6975,-38.3242,84.2,74,40,17.27,scattered clouds
622,Chernaya Kholunitsa,RU,58.8511,51.7154,-18.33,87,100,8.81,light snow
623,Santa Cruz,BO,-17.8,-63.1667,91.4,48,40,8.05,scattered clouds
624,San-Pedro,CI,4.7485,-6.6363,79.0,89,85,7.14,overcast clouds
625,Show Low,US,34.2542,-110.0298,59.0,17,1,10.36,clear sky
626,Eureka,US,40.8021,-124.1637,55.99,68,0,7.0,clear sky
627,Tawang,IN,27.5833,91.8667,29.19,77,0,8.08,clear sky
628,Surt,LY,31.2089,16.5887,69.03,29,100,14.25,overcast clouds
629,Rajbiraj,NP,26.5333,86.75,55.44,60,0,4.5,clear sky
630,Santa Rosa,PH,14.3122,121.1114,77.0,78,20,1.14,few clouds
631,Mayo,US,38.8876,-76.5119,41.0,87,75,4.61,broken clouds
632,Fairbanks,US,64.8378,-147.7164,-8.0,76,1,2.21,clear sky
633,High Level,CA,58.5169,-117.136,-18.4,69,75,1.9,broken clouds
634,Forestville,US,38.8451,-76.875,42.8,75,40,6.91,scattered clouds
635,Ust-Kuyga,RU,70.0167,135.6,-28.88,81,0,0.11,clear sky
636,Tiffin,US,41.1145,-83.178,14.0,71,100,8.25,overcast clouds
637,Torredonjimeno,ES,37.7675,-3.9578,51.01,71,100,9.78,overcast clouds
638,Menongue,AO,-14.6585,17.691,66.52,88,100,2.35,light rain
639,Sendafa,ET,9.15,39.0333,51.28,88,55,4.03,light rain
640,Lamar,US,33.6668,-95.5836,48.0,71,90,16.11,overcast clouds
641,Pierre,US,44.3683,-100.351,-0.4,71,90,16.11,overcast clouds
642,Mount Pleasant,US,32.7941,-79.8626,51.8,71,90,9.22,overcast clouds
643,Grand Island,US,40.925,-98.342,5.0,78,90,14.97,light snow
644,Hiranagar,IN,32.45,75.2667,52.0,50,0,1.12,clear sky
645,Jilib,SO,0.4883,42.7854,74.66,81,0,8.39,clear sky
646,Foz,ES,43.5692,-7.2544,52.0,100,100,10.0,light rain
647,Naze,JP,28.3667,129.4833,59.0,67,40,4.61,scattered clouds
648,Ust-Ilimsk,RU,58.0006,102.6619,22.03,94,100,9.37,overcast clouds
649,Wexford,IE,52.3342,-6.4575,37.0,70,100,8.99,overcast clouds
650,Qasigiannguit,GL,68.8193,-51.1922,24.8,39,0,5.75,clear sky
651,Kilindoni,TZ,-7.9139,39.6668,82.31,81,86,13.15,overcast clouds
652,Sharan,RU,54.8167,54.0,-4.86,90,100,15.5,light snow
653,Gympie,AU,-26.1898,152.665,71.01,94,53,1.99,broken clouds
654,Kondagaon,IN,19.6,81.6667,53.8,41,58,3.56,broken clouds
655,Richards Bay,ZA,-28.783,32.0377,74.68,94,57,7.58,light rain
656,Sharanga,RU,57.1775,46.5396,-20.36,86,67,10.27,broken clouds
657,Izumo,JP,35.3667,132.7667,42.8,87,75,23.02,broken clouds
658,Kushima,JP,31.4583,131.2333,50.0,62,40,10.36,scattered clouds
659,San Andres,CO,12.5847,-81.7006,80.53,74,50,14.09,scattered clouds
